"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL467732";"";"None";"308.34";"0";"2.18";"26";"CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(N)c1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"15.74";"0.29";"2.67";"5.00";"0";"CHEMBL1011420";"Inhibition of human recombinant MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136863";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL467079";"";"None";"322.32";"0";"1.06";"32";"NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"16.59";"0.30";"4.29";"4.68";"0";"CHEMBL1011420";"Inhibition of human recombinant MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136863";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL467912";"";"None";"307.35";"0";"2.62";"35";"C[C@H](c1ccccc1)N(C)c1c(Nc2ccncc2)c(=O)c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1011420";"Inhibition of human recombinant MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136863";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL2163985";"";"None";"360.82";"0";"3.43";"34";"Fc1ccc(Nc2cc(NC3CCNCC3)nc3ccnn23)cc1Cl";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"12.75";"0.25";"1.17";"6.94";"0";"CHEMBL2167126";"Inhibition of MAPKAP-K2 using KKLNRTLSVA as substrate and [33P]-gamma-ATP after 30 mins by liquid scintillation counter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163300";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL2017450";"";"None";"449.86";"1";"5.28";"10";"O=C(Nc1ccc(N2CCNCC2)cc1C(F)(F)F)c1ccc(-c2ccc(Cl)cc2)o1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL247138";"";"None";"246.27";"0";"1.45";"15";"COc1cccc2[nH]c3c(c12)CCNC3C(=O)O";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"17.77";"0.33";"2.93";"5.89";"0";"CHEMBL922889";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140654";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL248164";"";"None";"336.39";"0";"3.36";"51";"COc1ccc2[nH]c3c(c2c1)CCN(Cc1ccccc1)C3C(=O)O";"IC50";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL922889";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140654";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL1940514";"";"None";"487.00";"1";"5.56";"7";"Cc1cccc(CN(C(=O)c2ccc(-c3ccc(Cl)cc3)o2)c2cccc(N3CCNCC3)c2)n1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1943215";"Inhibition of human MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1209832";"";"None";"381.48";"1";"5.48";"1d";"c1ccc(-c2ccc3nccc(Nc4ccc(N5CCOCC5)cc4)c3c2)cc1";"IC50";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1211491";"Inhibition of MK2 assessed as inhibition of [33P]ATP incorporation in to substrate after 30 mins by scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL452699";"";"None";"350.38";"0";"2.55";"28";"CC(=O)Nc1cccc(C(C)Nc2c(Nc3ccncc3)c(=O)c2=O)c1";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"15.01";"0.28";"2.71";"5.25";"0";"CHEMBL1011420";"Inhibition of human recombinant MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136863";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL2036458";"";"None";"485.98";"1";"5.30";"11";"Clc1ccc(-c2ccc(C3=NOC(c4ccncc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"15.48";"0.29";"2.22";"11.38";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL226232";"";"None";"247.69";"0";"2.02";"7";"O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21";"IC50";"'='";"608.0";"nM";"6.22";"";"";"UO_0000065";"25.10";"0.50";"4.20";"10.76";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL2312185";"";"None";"420.55";"0";"3.37";"12u";"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2350818";"Inhibition of MAPK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346630";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL563308";"";"None";"304.42";"0";"3.48";"29";"CC(C)COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"24.71";"0.49";"4.04";"14.94";"0";"CHEMBL1063344";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL563308";"";"None";"304.42";"0";"3.48";"29";"CC(C)COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"18.87";"0.37";"2.26";"11.41";"0";"CHEMBL1063346";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL1940516";"";"None";"538.65";"2";"6.74";"9";"N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccc(-c4ccccc4)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"13.71";"0.25";"0.65";"10.19";"0";"CHEMBL1943215";"Inhibition of human MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1208949";"";"None";"400.55";"1";"5.46";"2d";"CN1CCN(c2ccc(Nc3ccnc4ccc(-c5cccs5)cc34)cc2)CC1";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1211491";"Inhibition of MK2 assessed as inhibition of [33P]ATP incorporation in to substrate after 30 mins by scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL2381612";"";"None";"384.87";"0";"2.83";"22b";"NC(=O)c1ncc(N[C@H]2CC[C@H](N)CC2)c2nc(-c3ccc(Cl)cc3)cn12";"IC50";"'='";"1980.0";"nM";"5.70";"";"";"UO_0000065";"14.82";"0.29";"2.87";"5.12";"0";"CHEMBL2383905";"Inhibition of human recombinant MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380230";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL562754";"";"None";"274.35";"0";"2.38";"13";"C[C@@H]1CNc2c(sc3ccc4c(c23)CCO4)C(=O)N1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"27.53";"0.54";"5.17";"15.00";"0";"CHEMBL1061558";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL2443026";"";"None";"578.67";"1";"4.49";"38";"CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2443993";"Inhibition of MK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439976";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL1095627";"";"None";"479.59";"0";"3.48";"24c";"CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1104646";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157009";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL226471";"";"None";"307.33";"0";"3.17";"2A";"O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"20.34";"0.37";"3.08";"10.82";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL215652";"";"None";"356.79";"0";"4.97";"18";"CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869138";"Inhibition of MAPKAP-K2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145312";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL213423";"";"None";"358.32";"0";"4.59";"21";"CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869138";"Inhibition of MAPKAP-K2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145312";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL3629147";"";"None";"366.39";"0";"1.48";"6e";"CCCc1cnc(N)c(CN/C(=N\C#N)Nc2ccc3[nH]c(=O)oc3c2)n1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"15.75";"0.29";"4.29";"3.65";"0";"CHEMBL3630368";"Inhibition of MK2 (unknown origin) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3309990";"";"None";"337.31";"0";"2.32";"7o";"Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3381086";"Inhibition of MAPKAPK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352169";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL487191";"PHAEOCHROMYCIN C";"None";"312.32";"0";"3.00";"3";"CCCc1cc(=O)c2c(Cc3cc(O)cc(=O)o3)cccc2o1";"IC50";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL998215";"Inhibition of human recombinant MK2 by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141784";"1";"Scientific Literature";"J Nat Prod";"2005";"None";""
"CHEMBL4282514";"";"None";"436.46";"0";"3.06";"20";"COc1ccc(-c2ncc3c(c2F)-c2[nH]c4c(c2CC3)C(=O)NCC42CN(C)C2)cc1F";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"14.74";"0.27";"3.37";"9.16";"0";"CHEMBL4256509";"Inhibition of MK2 in anisomycin-stimulated human THP1 cells assessed as reduction in hsp27 phosphorylation at Ser78 by FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251742";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL197538";"";"None";"426.88";"0";"3.78";"2a";"N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'>'";"400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860428";"Inhibitory activity against MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141937";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL3962170";"";"None";"510.97";"2";"6.11";"BDBM235962";"Cc1cnc(-c2ccnc(C(C)(C)C)n2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'='";"26.0";"nM";"7.58";"";"411207";"UO_0000065";"14.84";"0.29";"1.48";"10.85";"0";"CHEMBL3888628";"Inhibition Assay: Kinase reactions is carried out in a 384-well plate (Matrical, MP101-1-PP) in 20 mM HEPES pH 7.5, 10 mM MgCl2, 0.0005% Tween-20, 0.01% BSA, 1 mM DTT, and 2% DMSO. The inhibitor concentration is varied between 0.02-30,000 nM, while the Hsp27 peptide substrate and MgATP are held constant at 1 μM and 10 μM, respectively. Activated p38α is added to a final concentration of 20 pM for reactions with nonphosphorylated 1 nM His6-MK2 in the cascade reaction. For the p38α/PRAK cascade, unactivated GST-PRAK is held constant at 1 nM while p38α is added in to a final concentration of 20 pM. Kinase reactions are incubated at room temperature and quenched after 30 minutes by the addition of stop buffer (180 mM HEPES, 30 mM EDTA, and 0.2% Coating Reagent-3). Under these conditions, approximately 20% of the substrate Hsp27 peptide is phosphorylated. Reactions are initiated by the addition of activated p38α except for preincubation experiments, where reactions are initiated by the addition of Hsp27 peptide and MgATP. Preincubation of p38α with inhibitor or p38α with unactivated His6-MK2 or unactivated GST-PRAK and inhibitor are performed at 2X final assay concentrations at room temperature 240 minutes prior to adding ATP and Hsp27 peptide to initiate catalysis.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886785";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL2017449";"";"None";"399.85";"0";"4.40";"9";"O=C(Nc1ccc(N2CCNCC2)c(F)c1)c1ccc(-c2ccc(Cl)cc2)o1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"12.94";"0.25";"0.77";"9.00";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL2163620";"";"None";"342.49";"0";"3.40";"52";"N[C@H]1CC[C@H](Nc2cc(NCC3CCCCC3)n3nccc3n2)CC1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"14.48";"0.27";"1.56";"6.18";"0";"CHEMBL2167126";"Inhibition of MAPKAP-K2 using KKLNRTLSVA as substrate and [33P]-gamma-ATP after 30 mins by liquid scintillation counter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163300";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL2017454";"";"None";"397.93";"0";"4.73";"15";"O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)s1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"12.68";"0.26";"0.32";"11.37";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL3903725";"";"None";"450.38";"0";"3.29";"BDBM236557";"Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1";"IC50";"'>'";"10000.0";"nM";"";"";"412032";"UO_0000065";"";"";"";"";"0";"CHEMBL3888675";"Mobility Shift Assay: Agents: 1-fold kinase buffer without MnCl2: 50 mM HEPES, pH 7.5, 0.0015% Brij-35, 10 mM MgCl2, 2 mM DTT. 1-fold kinase buffer with MnCl2: 50 mM HEPES, pH 7.5, 0.0015% Brij-35, 10 mM MgCl2, 10 mM MnCl2, 2 mM DTT. Termination solution: 100 mM HEPES, pH 7.5, 0.0015% Brij-35, 0.2% Coating Reagent#3, 50 mM EDTA. 2.5-fold kinase solution: The kinase was added to the 1-fold kinase buffer to form a 2.5-fold kinase solution. 2.5-fold substrate solution: FAM fluorescence-labelled polypeptide and ATP were added to the 1-fold kinase buffer to form a 2.5-fold substrate solution. Compounds: The final test concentration of the compound was 10 μM at maximum. Firstly, a 50-fold concentration (i.e. 500 μM) was prepared with 100% DMSO. The compound was diluted with 100% DMSO by 5 folds at 5 concentrations (successively 500 μM, 100 μM, 20 μM, 4 μM, and 0.8 μM). After diluting with 1-fold kinase buffer by 10 folds, 5 μl of the samples were transferred to a 384-well reaction plate. Two negative control wells and two positive control wells were set at each line respectively. Replication was made in a 96-well plate in five concentrations of 5-fold compound. 10% DMSO was added to the positive control well, and 5 μl of EDTA (250 mM) was added to the negative control well. Procedure: To the 384-well reaction plate was added 5-fold compound dissolved in 10% DMSO at 5 μl/well. To the 384-well reaction plate was added 2.5-fold kinase solution at 10 Î¼l/well. The plate was incubated at room temperature for 10 mins. To the 384-well reaction plate was added 2.5-fold substrate solution at 10 μl/well. The plate was incubated at 28° C. for a certain period. 25 μl termination solution was added to terminate the reaction.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886794";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL1209011";"";"None";"409.54";"0";"4.98";"2j";"CN1CCN(c2ccc(Nc3ccnc4ccc(-c5cccc(N)c5)cc34)cc2)CC1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"11.85";"0.21";"-0.13";"8.45";"0";"CHEMBL1211491";"Inhibition of MK2 assessed as inhibition of [33P]ATP incorporation in to substrate after 30 mins by scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL3706782";"";"None";"336.40";"0";"2.85";"2m";"N#Cc1c(N)cc2c(c1N)Cc1ccc(OCN3CCCC3)cc1O2";"IC50";"'='";"1680.0";"nM";"5.78";"";"";"UO_0000065";"17.17";"0.32";"2.92";"5.92";"0";"CHEMBL832345";"Concentration of 50% inhibition by compound towards mitogen activated protein kinase -activated protein kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL3706776";"";"None";"339.35";"0";"2.21";"2i";"N#Cc1c(N)cc2c(c1N)Cc1cc(O)c(C3COCCO3)cc1O2";"IC50";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"18.29";"0.34";"4.00";"5.02";"0";"CHEMBL832345";"Concentration of 50% inhibition by compound towards mitogen activated protein kinase -activated protein kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL559411";"";"None";"306.39";"0";"2.47";"28";"COCCOc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"17.98";"0.36";"3.04";"9.24";"0";"CHEMBL1063346";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
